Airline Name,Rating,Text,Recommended
Aegean Airlines,8/10," A3 803, Munich - Athens on Dec 18th, 11.00 was the final leg of a longer trip that started in India. Time to board Aegean flight 803 comes and the relevant announcement invites first the usual group of pax (handicapped, passengers with kids, Business class and Star alliance Gold members). As the plane was parked somewhere farther on the tarmac embarkation took place by bus. So these people were the first to get on the bus and wait, until we are all shovelled and squeezed like sardines for the rather long ride to the plane. Is there a point to make any announcement offering the privilege of priority to these people, who will eventually wait longer and be cramped in the same bus with everyone else? Is this a flattering picture for an airport and airlines bragging about their awards? I am not sure if this should listed be under Aegean airlines, Munich airport or Lufthansa.",yes
Aegean Airlines,2/10," Frankfurt to Thessaloniki. The worst part is how they carry on about the luggage. The ticket just said that 2 pieces of hand luggage are allowed. However when I checked in I was told that my luggage does not fit the requirements and that I am not allowed to take airport shopping with me on board. In spite of repeated questions the woman at the gate would not say what the definition of a personal item and carry-on luggage is. There was one that wanted to ban me from boarding because I dared asked them questions or complain about the service, which other people were doing as well. I had a standard-size cabin suitcase and a small handbag. I was charged extra for this. In spite of paying extra for it, the bag was removed from me and I ended up travelling without my personal belongings. There was plenty of space under the front seat for my luggage so lack of space is not reason for this approach. Staff are generally unhelpful and take the attitude that customers have to do the work. There were people who after queuing for 30 mins to check in were told that they should have checked in prior on an e-machine. And staff who are supposed to assist with this were curt and unhelpful. The woman who was helping me started serving another customer in the midst of serving me. She then accused me that I was not entering a long sequence of numbers on the booking correctly. She was supposed to be helping me do this. An FA got angry because I asked for brown instead of white bread and I had to ask for wine twice. They said they had forgotten it.  When we reached the destination people with bags a lot larger than mine were getting off the aircraft. The flight costs  too much and you get treated like you are a nuisance.",no
Aegean Airlines,10/10," Flew from Stockholm to Athens on Aegean Airlines. Had only cabin baggage so I went straight to the gate. The airplane was at the gate on time, but the boarding was a mess, ending up having a 20 min delay. The cabin was clean and modern. The crew was excellent, carrying out lots of rounds of services. The hot meal was nice and delicious. They also offered 3 rounds of drinks. The captain kept keeping us informed about the flight. Arrived in Athens with a 20 min delay. The only thing I would recommend is to install some sort of IFE apart from the overhead screens. I've flown Aegean a lot of times, and I would certainly choose them again.",yes
Aegean Airlines,9/10,"  Rhodes to Rome via Athens. Excellent flights with 3/4 on time and one with twenty minutes of delay. FA's were professional with a smile and provided excellent service. Breakfast on the outbound flight and lunch on the inbound flight offered plus drinks of your choice. The tastes were excellent. Coffee and tea soon after provided. IFE system consisted of movies about Greek cities which was ok for that short flights. All in all, Aegean provided an excellent service and is always a pleasure to fly with.",yes
Aegean Airlines,9/10,  London to Athens. My parents recently travelled with Aegean business class and I have used the service before. The service is superb and the staff well trained and very helpful. On behalf of my parents who are an old couple I congratulate the airline and staff for their support and professionalism with passengers who need help. The menu and wines from different regions of Greece deserve special recommendation. ,yes
Aegean Airlines,9/10,"  Athens to London Heathrow and then onwards to Miami with another airline booked in one ticket. Check in at Athens airport was a breeze and luggage sent directly to the final destination. Flight was full and on time outbound, about 90% full and about 30 minutes delayed inbound. Boarding was orderly and the management of hand luggage in the cabin was good (not too much). Special meal was requested and it was very nice. Good service of food and drinks, included in the ticket price. Friendly and cheerful crew. I have become a regular customer and is has been consistently good.",yes
Aegean Airlines,9/10,"  London to Athens. Excellent service, I fly Aegean regularly and service has always been meeting the same standards. The consistency in delivering a very good service over time is becoming a guarantee and deserves praise. Extremely polite staff and great in flight service. Punctual departure and arrival. Always at the best airport gates.  On the negative side, the high ticket prices. Does the Athens to London route need larger aircraft or more flights per day?",yes
Aegean Airlines,10/10,"  Athens to Larnaca. I did not have any baggage problem at all. Everyone has to download the Aegean app and make a miles and bonus account for special offers and upgrades! You can have all the information about your flight (gate,time etc) and your boarding pass in your hand. On the airplane now, cabin crew was kind and friendly, we departed on time from ATH. The food delicious and my seat very comfortable (7A).",yes
Aegean Airlines,10/10," Amazing. One of my best trips from Berlin to Athens. Very friendly cabin crew. Nice, modern and clean cabin. The food was delicious. On time arrival and departure. I was curious about the P.A (pilot announcement) if they will inform us about the flight and so they did 3 times. Before take-off at cruising altitude and before landing. I am going to fly again and again with them.",yes
Aegean Airlines,9/10," I am Gold Member of their Miles&Bonus program and needed 4 legs to renew my Gold card for another 12 months. So I decided to fly Vienna to Heraklion via Athens and back. I used my upgrade vouchers for flying in C. And as always the flights were most pleasant. First of all their stewardesses are really top. They are friendly, competent, charming and well-presented. Seat pitch and recline are perfect - I spent all 4 legs in row 1 and slept ok on some of the routes. Food and beverages were decent. The lounge in ATH is OK - not as good as other Star Alliance lounges but at least the wine selection is pretty good.",yes
Aegean Airlines,10/10," Great experience from Krakow to Athens. Having flown mostly low-cost airlines, it was a great change to fly with Aegean. Despite the low ticket price the service was better than other major airlines I have flown with. Seats were comfortable, food was nice (had vegetarian option) and there were lots of drinks available. The cabin crew was really nice and helpful. Despite a slight delay with the departure, we landed on time in Athens. The only thing that was a bit annoying was that the queue for bag drop for people with printed boarding passes took longer than the one for people without them (I thought it was quite unusual) and I had to rush to the gate after checking my luggage. But all in all, amazing experience, would definitely recommend.",yes
Aegean Airlines,10/10,"  Flew Aegean Airlines from Bucharest to Toulouse via Athens. This is the second time in a few months that I have had superb value for money from this airline. All flights were on time - in yesterday's case, half an hour early. This airline must be one of the few in Europe which still gives you something decent to eat and a glass of wine in the afternoon. The cabin crew were friendly and attentive. However, what really impressed me was the space between seats. All flights have been a very comfortable experience and excellent value for money.",yes
Aegean Airlines,10/10,"  Athens to Helsinki. I've travelled with Aegean Airlines many times in the past few years. I decided to finally write a review, seeing the consistency of service - a single positive or negative experience can be attributed to chance, but I think safer conclusions can be drawn after having the same experience time after time after time. And my experience of Aegean Airlines has always been stellar. The plane was clean, in good condition (this time I flew with one of their new A320ceo - those with ""sharklets"" at the wing tips), inspiring reliability. The crew were friendly in a genuine way - it's amazing how easy it is to spot fake smiles - and gave the impression they truly care for the passengers. Leg room must be among the best, I've never felt squeezed in an Aegean plane. In-flight service is miles ahead of anyone else. You get a warm meal with drinks (including alcoholic ones, such as wine or beer), coffee/tea, before-take-off candy, and there were even gifts for children.  I'm baffled by some people who claim Aegean's in-flight entertainment is lacking, and I applaud Aegean's decision to show instead a truly beautiful video displaying the many places worth visiting in Greece. Flight-deck crew provide information to the passengers along the way.  All in all, it's hard to find any flaws. If I absolutely had to pick something, I'd say that sometimes the aisle seems a bit clogged - probably as a result of the cabin crew being busy serving passengers. I think Aegean fully deserves its ""best regional airline"" designation, as you get a lot of value for your money. Their prices are more than reasonable, and when you realize how much you get for what you pay, the result is totally worth it. No chance I'd fly with anyone else on my way to/from Greece",yes
Aegean Airlines,9/10,"  Heraklion to Dusseldorf via Athens. For an intraeuropean flight it was a superb experience. After boarding a welcome drink was served on a domestic Greek flight, on international flight the menu was also handed over. After take off hot towels was given and a new round of drinks was served. The meal service is fantastic, you got a cold first course (grilled vegetables, two sorts of cheese, bread and butter, salty crackers), a second course (I could choose between a veal filet or rooster ragout in tomato sauce with local, greek pasta), I went for the veal, a little bit well done, but ok, it is reheated in an aircraft oven. The quantity was more than ok. After the main course you receive a selection of typical greek desserts. A great red wine was served (Orgion 2014). After the dessert I had an Espresso (Illy). Shortly before landing we had a second round of hot towels. The crew was outstanding and incredibly friendly and polite.",yes
Aegean Airlines,8/10,"  Munich to Heraklion. A principally good airline. Warm food was served, IFE even on short routes, friendly crew, friendly ground staff. Everything okay, but the seats bring Aegean down. Just 30"" pitch. That's not economy, that's cattle class. The flight turned into torture. I don't understand why Aegean Airlines risk their image by ignoring such important fact.",yes
Aegean Airlines,6/10,"  Tirana to Athens. First time flying with this airline and for the most part I was very pleased with the services. The attendants were nice and we got sandwiches and drinks included on the flight. Boarding was on time and departed on time. What I did not like was the rude woman at the Tirana check in. I had to check my bag in and I didn’t understand what she said at first because it was so quiet so she had to repeat it, which made her even happier you can imagine. I understand if you are having a bad day, but honestly just do your job and plast a smile on your face if you have to. You work in customer service and are expected to be pleasant, not really rude.",yes
Aegean Airlines,9/10," Stockholm to Athens round trip with Aegean Airlines. I fly this airline at least 5 times a year for the last 5 years or so and it does not fail to meet my expectations (almost) every single time, be it travelling in economy or business class. This time both flight legs were of top quality, with delicious meals and very good service overall. The airplanes were clean and departures / arrivals were on time. It is always refreshing seeing people being genuinely happy in their work, and I hope that this will continue being the case with Aegean Airlines.",yes
Aegean Airlines,10/10,"  Mykonos to London via Athens. This was my first time flying with Aegean. My ticket said that the first sector would be operated by Olympic Air but that was not the case - it was on an Aegean aircraft. The first sector from JMK-ATH was very short (less than 30 minutes in the air) but the crew offered sweets before take off, then a hand wipe and a small snack. The transfer in ATH was only 40 minutes but there were ""transfer ambassadors"" to make this process go smoothly. The second sector from ATH-LHR was very busy but the service (from the immaculately groomed crew) was first class. There was an initial beverage service, followed by a meal/beverage service followed by hot drinks, the crew were working really hard and provided such a great service. Aegean provides a premium airline experience that is becoming hard to find in the European short-haul market.",yes
Aegean Airlines,1/10,"  Birmingham to Athens return. Main reason I used Aegean on this route is the direct flight during Summer time as Aegean doesn't fly the route during Winter and I usually fly Lufthansa, Swiss, Austrian or Turkish Airlines throughout the year. Really disappointed to realise that the airline I was once proud of has fallen behind the competition. The aircraft was late on departure both ways of my trip. The seats are too close to each other and too narrow (30 ins pitch as LH). The food was unacceptable for a Greek airline that represents the country with the best cuisine in the world, both ways of my journey exactly the same food and each time worse that the previous one.  Cabin crew professional but with attitude and poor training, Night flight and they left the lights on throughout the whole flight without dimming them, announcements were too loud and hasty (especially in English), asked for water twice and they forgot it both times. The  magazine torn from previous use. Lufthansa uses small plastic holders where they offer the magazine so it doesn't get spoiled by use. Finally inflight entertainment is absent. ",no
Aegean Airlines,8/10,"  On my way from Prague to Tirana I choosed to fly with Aegean Airlines via Athens. Check in and boarding went smoothly and the full aircraft departed on time. The seating comfort was normal for this type of flight. To my surprise a small warm meal was served on this relatively short flight, something we seldom see on intra european flights which nowadays only is for sale. Hot and cold beverages were offered ´with a small cake. No inflight entertainment but the captain gave inflight info over the loudspeakers. Arrival on time and transfer to the terminal. I will not hesitate to book Aegean again.",yes
Aegean Airlines,9/10,"  Athens to London Heathrow. This is the best direct airline from the UK to Greece. Very good value fare and excellent on-board service with pre-flight sweets and during the journey, two rounds of drinks, tea/coffee separately and a hot meal. Clean A321 both ways. Flying into Heathrow was the usual stacking before the always amazing sightseeing aerial tour of London as the aircraft made its approach. I used to fly BA on this route but a large gulf has appeared in its service provision for the outer European routes: until BA substantially improves I will continue to fly Aegean from Heathrow.",yes
Aegean Airlines,10/10,"  Nurnberg to Thessaloniki. I almost solely fly Aegean Airlines because they offer Ryanair prices with a Lufthansa comfort and service. On medium haul flights they offer a complementary warm meal, unlike most European airlines. On short haul flights, they offer a snack and and a drink and a coffee. I´d like to add, that I once had my flight anulled due to bad weather, and they offered me a free 5* hotel stay, considering European law does not oblige airlines to offer such things due to bad weather. For me Aegean is Europe's best airline.",yes
Aegean Airlines,1/10,"  Flew Rhodes to Athens with Aegean. Cabin crew were rude and unfriendly as I don't speak Greek. Seat was dirty from the previous person on the previous flight. They didn't care, they just wanted to get everyone on board. No apologies. Used to love travelling with Aegean but their service has really gone downhill these last few months.",no
Aegean Airlines,10/10,"  Thessaloniki to Munich. Excellent trip, on time and very good service. Business class is spacious, service friendly and thoughtful. Priority boarding and priority transfer from plane to terminal much appreciated. Good information on board, experienced pilots, smooth landing. Overall a very pleasant experience.",yes
Aegean Airlines,6/10,"  Athens to Lisbon. Perhaps due to tourist season, the ticket was expensive, more than 400 euros. All the seats on the plane full, several flight attendants are very diligent, which issued food, food was not delicious to me. The crew pushed the cart several times, for everyone to be served Drinks. The seat comfort was bad for me.",yes
Aegean Airlines,8/10,"  Paris to Kephalonia via Athens with Aegean. Aegean have restored my confidence in flying again. Everything from the airports to the flights was lovely, the seats on the plane were ample for my larger than average size and no seat belt extender was needed, the cabin crew and ground staff were very pleasant. Four flights and not one delay. Ok the food wasn't really to my taste but then we don't expect a gourmet meal on a plane. Loved the little TV screens plotting the course of the plane and all the information about the flight. Appreciated the announcements on the plane by crew in English but wish they spoke a little slower. Transfer was easy although a bit long on the return trip (+5 hours) and we were advised by message of which gates to go to. Would fly with them again.",yes
Aegean Airlines,6/10," Excellent check in with freindly helpful staff at business desk.  Lounge (Swissport) used by Aegean for London flights is dirty and appalling, why the Aegean lounge cannot be used is beyond me. The furnishings are dirty, some graffiti on seats, no clean glasses, food looks miserable and the place strewn with dirty glasses and plates. This is our second visit to this awful lounge with Aegean business class, and it is time for them to either allow access to the advertised Aegean lounge on the website or change to a better serviced lounge, as for what we pay it is not a good image for Aegean airlines. Business class were not given priority over people in economy with children on this sector of flight. Never seen this before, but again not good enough. What is going on at Athens airport, this didn't happen in London. The attendents on the flight were excellent, but the food main course were really poor, not up to your usual standards. We fly with Aegean because they are better than the rest, they need to step up, standards are slipping. ",yes
Aegean Airlines,4/10,"  Athens to Larnaca. When loading passengers on the bus to be transferred to the aircraft, the Gold members including business passengers should be transferred separately and not wait for the bus to be full with passengers because then it defeats the purpose. WiFI is not offered by from Aegean Airlines.",yes
Aegean Airlines,1/10,"  Athens to Brussels. The quality of the service is getting worse. I regularly pick this operator for my flights from Brussels to Athens and back. During my last trip not only we faced delay, but also the information provided was not accurate. They did not clearly communicate the reason of the delay and kept on stating that the flight will leave at 18.00 although it was 5 minutes later. ",no
Aegean Airlines,3/10,"  London Heathrow to Athens. Food of very poor quality and small quantity for the glutein free option. Boarding experience from London Heathrow was unpleasant, since ground staff asked me to check in the hand luggage that was accepted for cabin when travelling from Athens. Do not understand how they are not standard rules.",no
Aegean Airlines,7/10,"  Zurich to Athens. Good service, no doubt. Flight on time, they smile and was for me the first time that I did fly on this airline. A good Business Class service, not only the smiles. The food was great, a great plate of Fruits and vegetables, good wines also. Good value for money to be honest. I will be back for certain. And space in the compartments to put the our bags. I appreciate the fact that on the end of the flight they send a separate bus for the Business Class. Good experience and good service even on a short flight.",yes
Aegean Airlines,10/10,  I had a standby ticket for the flight Heraklion to Zurich and onward to final destination Frankfurt with another company. The connecting flight however was 55 minutes after arrival at Zurich. I would like to thank your ticketing/check-in staff to finding the perfect solution for me. I am very impressed by your team and will recommend Aegean Airlines to everyone. Hope to see you again soon.,yes
Aegean Airlines,1/10,"  Frankfurt to Athens. I am very disappointed in the service of Aegean Airlines. On my flight to Athens from Frankfurt I had to pay an extra fee of 60 euros to check in my cabin bag exceeding the weight limit by 2kg. I was not the only one getting this treatment. Not that the bag would have been bigger in volume than the one allowed, only it wasn’t the correct form but would have still fit the overhead compartment just fine. Also a couple of people who had bought tax free products at the airport and now had to check in their bags because the extra plastic/paper bag they were carrying also had to be in their cabin bag . The service onboard was standard and the flight arrived on time, all of which I couldn’t enjoy after the experience I had at the gate. ",no
Aegean Airlines,1/10,  Rome to Athens. I pre booked my seat. It was close to an emergency exit. However I did require a seat belt extender. Instead of the matter being dealt with discreetly the air hostess as loud as she could said she cannot allow me to sit there if I require an extender because it means I am not fit. No that's not the case. Regardless she then proceeded to as loudly as she could going to every person in rows behind me asking if they are alone and are willing to swop seats because I am too big to sit by the emergency exit. I have never been treated in such a disgraceful manner by an airline. To top it off I was skipped when food and drink was being offered. I will never travel this airline again.,no
Aegean Airlines,10/10,  Bucharest to Heraklion via Athens. Superb flight. First when we did the check in the person let us 2 baggages even if we didn't pay for them extra fee so it will be easier for us in the plane. They had great food on board and taking in consideration that we traveled with a 1 year and 2 months baby they gave us extra care. Great Company and I highly recommend it.,yes
Aegean Airlines,10/10,"  Aegean is definitely one of the best airlines in Europe - no surprise they keep winning awards. Top level service, excellent food on board, amazingly friendly staff, flights leave and arrive on time, they fly to the best airports (for example, London Heathrow instead of other lower-cost London airports) and they always park at the most convenient gate. Top choice for flying in Europe.",yes
Aegean Airlines,10/10,"  Another high quality experience with Aegean flying from Athens to Berlin. All staff were polite and highly professional, and free hot meals and alcoholic beverages were offered. A thunderstorm in Berlin required a diversion to Leipzig airport for several hours, followed by storm-related problems disembarking at TXL - all handled by the staff calmly, courteously, and with frequent updates - free refreshments were also available during the delay. Some sort of inflight entertainment would have been appreciated. Would be very interested in seeing this airline provide long-haul service.",yes
Aegean Airlines,10/10," Mytilene to London Heathrow via Athens return. As always, a pleasure to fly with Aegean. Cabin crew were very friendly, efficient and professional, plane was clean. Food was ok, it's not 5 star fine dining but much appreciated even on a 3.5 - 4 hr flight. Lovely wine. Landed early in ATH as is nearly always the case. ATH - MJT was a full flight and about 35 mins in the air with a drinks service followed by a breakfast snack service followed by coffee tea service (those cabin crew were constantly on the move and smiling). One thing that I'm not keen on is the pre allocated seating which is a pain especially if you want a specific seat (extra leg room, I'm 6' 6""). From LHR to ATH I logged on for check in as soon as it opened and there were only approx 13 other seats to select and from ATH to LHR approx 18 seats. Fortunately got an extra legroom seat on outbound but inbound had to ask an agent at the airport if a seat had become available. After a bit of tapping away she gave me extra legroom seats on both inbound flights (very appreciated). Please can we go back to selecting our own seats? Boarding is the usual chaos with no one taking any notice of the announcements (if they're boarding passengers seated at the back you can bet those with seats at the front will go through too) but it's no big deal and in no way reflects on the airline. Will definitely continue using Aegean when flying to Greece though",yes
Aegean Airlines,8/10,"  Athens to Lemnos. I have flown Aegean many times over the years and never had an issue. However, our luggage was lost on a recent trip to Lemnos. It seems Aegean ground staff at Lemnos Airport were limited to the transparency of the situation. I will assume this part of the operation is outsourced or they have very poor communication skills or process in Athens baggage. The Aegean staff were extremely accommodating to my questions and follow ups - in actual fact, I did sympathise with them and the position they were in as there were others in a similar situation. The luggage did arrive, 72 hours later. In short, not a pleasant experience (not the lost luggage but the communication for both staff and customer). I would fly with Aegean again, provided their internal communications improve!",yes
Aegean Airlines,10/10,"  Flew Zurich to Rhodes. I have never been disappointed by Aegean. Online check-in process is straight-forward, with just a few clicks whereas with several other airlines you have to go through more steps. The plane was delayed for 15 min because of traffic in Zurich but the captain and the crew were updating passengers constantly. Leg space was more than average. Food was good for such a short (and inexpensive) flight. But what makes the big difference in every flight is the crew. They go beyond the formal politeness of crew members and do not hesitate to show more of their human side. It is nice to see how they speak spontaneously to the passengers, make jokes, and are very caring and enthusiastic with children. Please, keep doing the great work and you will always have your loyal passengers.",yes
Aegean Airlines,3/10,"  London to Athens. Very poor performance by Aegean Airlines on 25 July. Delayed departure but arrived Athens 3 minutes late, hot cabin, rude staff while boarding.  I used to be a regular customer, but unless something changes I wouldn't recommend.",no
Aegean Airlines,10/10,"  Again, a very nice experience with Aegean Airlines. I was flying from Warsaw to Santorini via Athens with a layover there. First flight was very nice, left almost on time. I have pre-ordered Halal meal for this flight and I must say it was one of the best meals I have ever had. Athens airport has got a bit better from last year, so it was easy to connect there and I was also able to get some sleep at the airport. Second flight was leaving at 5.15am, the boarding via a bus was a bit chaotic but managable, flight was very short and we also received a chocolate croissant. ",yes
Aegean Airlines,10/10,"  Berlin to Athens. Aegean has been my preferred airline when traveling to and from Greece. The aircraft are new, clean, and have a lot of leg space. The staff are very friendly and the food and beverage are one of the top I have had in regional flights. Flight are time never causing me delays. Also the price is very good. An excellent airline and highly recommended.",yes
Aegean Airlines,9/10,"  Chania to Athens. Short flight of about an hour. Seat in 3-3 configuration with middle seat blocked out with tray. Business class cabin had just two rows. Comfortable seat with good leg space. A basket of lozenges was passed around and a newspaper (only in Greek language) offered. Boarding was a bit disorganized as we were made to wait outside the security hold area on the Tarmac side for a bus to take us to the aircraft less than 100 feet away. Once in the air, an open faced cold sandwich and drinks were served on a tray as also a hotel towel. The flight attendants were exceedingly efficient completing all the tasks in such a short period while changing their uniforms to suit specific roles - wearing cap and scarf while welcoming was on board, removing those and donning an apron to serve meals, and the again formally attired when we touched down. Flight announcements were frequent and clear in English and Greek. The view out of the window beautifully showed off the town of Chania and later on, the coasts and islands of Greece. On landing on time, long taxiing to a remote parking bay. A large bus - meant only for the business class passengers - whisked us away to the terminal. A very well done flight!",yes
Aegean Airlines,9/10,"  Thessaloniki to Athens on a full aircraft on a very early morning flight. Flight on Olympic Air codes, but fully operated by and booked with Aegean. Everything went according to plan. Timely departure and arrival, orderly embarkation, not too much hand luggage in the cabin, courteous staff. The service included some biscuits and one drink for a 35 minutes flight. Choice of seat without charge. Very satisfied and much better than the low cost competition (Ryanair was the same price - but you have to think of all the add ons, the attempts to sell and the tricks).",yes
Aegean Airlines,4/10,"  Manchester to Athens return. Delayed at Manchester on the way there but the time was made up. On the way back we were delayed at Athens, no information on how long we would be delayed before boarding. We were only made aware that we would be 1 hour late when the captain announced the arrival time later on in the flight. At no point was the delay acknowledged with an apology.",no
Aegean Airlines,4/10,"  Aegean Airlines is fairly new with a new fleet of A320´s. Service is generally good but unfortunately not an airline to let your kids travel alone with. I used their flight assistance service that guaranteed me that my unaccompanied girls would sit close to the the Flight Crew so they could look after them flying from Copenhagen to Athens. However, they were denied this and had to sit in the middle far away from the Flight Attendants. Even though I myself is a Gold Member it was not possible to get seat allocation in advance.",no
Aegean Airlines,7/10,  Santorini to Athens. The flight was very pleasant. The staff were friendly and helpful and the plane was clean and well maintained. A snack and drink was served which didn't matter since the flight was so short at 45 minutes. Also the fact there was no IFE didn't matter either.,yes
Aegean Airlines,9/10,"  Milan to Athens with Aegean Airlines. Staff are very friendly and the onboard service is good. Business class seats are the usual ones, that means 3 seats together having the midle seat empty.  For extra leg room, I suggest to book your seat in advance and choose the first row seats. You can book your seat in business class any time you like. Food was so so. Maybe they want to serve some Greek dishes but the result was not so tasteful. Some times I wish I had some steak with vegetables, instead of chicken cooked in various ways. Concerning the wines, they serve each month different wines from various areas of Greece. The red wine I tasted was from Cephalonia and it was excellent.
",yes
Aegean Airlines,6/10," I have been using Aegean Airlines for long time now, being a frequent traveler with them the last 2 years and participating in their miles and bonus program. On my last flight from Frankfurt to Athens to my surprise I have noticed that the spacing of the seats has decreased. With such a small space my knees were in the back of the front seat all the time and with the passenger in front fully reclined I ended up actually standing the majority of the flight time. On the other hand the cabin crew is always pleasant and helpful, the coplimentary food and beverage is always above average and the aircraft are clean and new. I wouldn't like to see Aegean going down the path of budget low cost airlines but their seating lately seems it goes that way. I hope my next flight with them in July wont be as bad as this one.",yes
Aegean Airlines,10/10,"  Athens to Milano. I think that Aegean has a very good economy class product for short haul flights within Europe. Seat is quite comfortable and since you can book your seat 48hrs in advance using the echeckin services, you can select an emergency exit row free of charge. Lot of other airlines will charge you with 15 to 20 euros for such a seat. Then it is one of the few airlines which still serve a hot meal. For the flight between Athens to Milano other companies serve a cold sandwich. We have been served a hot breakfast plus yougurt with honey, juices and coffee. Plane departed with 15 minutes delay but we arrived on time",yes
Aegean Airlines,7/10,"  Flew Aegean from Athens to London Heathrow. Flight departed on time. Fair quality of food. I had a low cholesterol breakfast consisted of omelete and grilled vegetables. All other passenger received a hot bread stuffed with cheese, so better to go for the low cholesterol meal. However do not ask for the fish meal, because it is awful. The plane was full however staff did everything they could to provide good service",yes
Aegean Airlines,9/10,"  We fly several times per year to Athens and the highlight of the journey is to fly Aegean. Perfect service and food onboard. Always a smile from the crew. We appreciate now especially the late return flight to Stockholm on Fridays. We also appreciate the high service level when in contact by phone. Short or no waiting time at all and perfect service. Only one proposal for a future improvement: the inflight announcements in English should be carried with no F1-speed but articulated so the message is understood! We have promoted Aegean to all our friends and family members, both in Sweden and Finland. And all have been very satisfied. Except for the above mentioned message issue. We strongly recommend Aegean. A Greek company to be proud of.

",yes
Aegean Airlines,10/10,"  
Flew Aegean Airlines from Athens to Copenhagen. Absolutely perfect. Nice staff and very friendly with us. A brand new and clean aircraft with very good inflight entertainment. Lastly the food was very good and tasteful but the ticket was a little bit expensive.",yes
Aegean Airlines,9/10,"  Munich to Athens. Very good experience in total. Food not the best but still fine. Friendly Cabin crew. Brand New aircraft.  A bit frustrated with the ""miles and bonus"" reward program. Very limited seats. Trying to book using my miles but there is no availability for 6 weeks in a row for a route with 3 flights a day. How is this possible? Also not very generous with miles. Most of the times I choose Aegean in order to collect miles but I can't use them. Don't waste even 10 minutes to apply for this as you will only collect miles and you won't be able to spend the dates you want. Only the very cheap flights are free and still have to pay the tax.",yes
Aegean Airlines,10/10, This is not the first time that I've flown on Aegean Airlines. Every time I've use this airline I was satisfied. This time however from Kalamata to Lyon it might be the best flight I ever taken. I did my check-in online which went fine. The check-in line up at Kalamata airport was fine the waiting was not very long. The flight was on time and even landed at Lyon earlier than scheduled. The only entertaiment was the airline's magazine. The cabin crew was probably the best that I ever experienced. The service was amazing with a tasty hot meal on a short flight. Also the flight attendants were nice and friendly and even went the extra mile by asking me if needed anything else. Overall Aegean airline is probably one of the best short haul airlines. I would not hesitate to fly back with them even if I need to make a connection into a different city.,yes
Aegean Airlines,8/10,"  Milan to Athens return. Another good flight with Aegean. Nice crew, regular information from the cockpit, A321 with very good legroom, good service on board. In Athens no airbridges (why?) Things to be improved: no IFE on board, food could be better. However I have no doubts: Aegean is the best option from Milan to Athens. If they continue to mantain this quality, I will use them again.
",yes
Aegean Airlines,8/10,"  Great airline, only problem was the fact that we were late at least 10 minutes both ways, from Stockholm-Athens-Chania and back home to Stockholm. Had to wait in the aircraft for up to 30 minutes after we were supposed to takeoff. Seats were ok, did not expect anything better for an economy flight. TV showed short clips from all over Greece. But on the bright side, the food was the best airplane meal I have had. I ordered lacto-ovo-vegeratian and it was great. Tasted excellent. Just plain pasta, zucchini and cheese, and back home it was an omelette with cheese. Also my friends ""normal"" food was very good. We were served nice treats and drinks at appropriate times. Cabin crew were friendly, but their english could be improved, or at least talk a bit slower. You could barely hear what they were saying. For example when they explained why we were late, we only understood that it was something wrong with the aircraft.",yes
Aegean Airlines,9/10,"  Athens to Lisbon. Aegean Airlines has been the only way from Lisbon to Greece for the past year. Special meal as requested. Very friendly crew, eager to provide assistance to passengers. In flight info about the trip by the captains. Very comfortable and clean seats. No delays. If you book tickets in advance, you may find some really interesting offers. Can't wait for my next flight. ",yes
Aegean Airlines,8/10,"  Larnaca to Budapest via Athens. Timing, transportation to the plane, boarding etc was all fine. Specially I was flying with a dog in cabin I was happy that I can manage it by Aegean Airlines. The crew members were very helpful and kind, the food was excellent. On the back way they changed the departure time of my flight from Larnaca to Athen. It started before 1.5 hours as in the original schedule. I received an e-mail before 16 hours the changed departure time. Unfortunately I was not able to read it due to an internet service error. So I just had a phone call before 40 minutes of departure - during I was still traveling on the Airport transfer bus to Larnaca - so I had no chance to be on time at the airport.",yes
Aegean Airlines,10/10,  Athens to Istanbul in August 2016. I have flown Aegean over a dozen times over the past 3 years . I travel to Greece almost every year from Australia and one of the most enjoyable parts is the service from Aegean Airline cabin crew. I have been recently upgraded to Silver Aegean Miles + Bonus and have been given two complimentary business class upgrades that I will be using this year. I recommend Aegean Airlines to anyone who travels in and around Europe on routes offered by the Airline. ,yes
Aegean Airlines,7/10,"  Istanbul to Athens. Departure on time. Crew very friendly and helpful. They served cold snack, drinks, coffee as well as Easter treats. However the DHC 8 propeler aircraft is noisy, narrow and somewhat inappropriate for international flights. Hope they replace it soon.",yes
Aegean Airlines,10/10,"  Barcelona to Athens. Due to the Easter season, all passengers were given chocolate Easter eggs. The flight was on time. The airplane was very clean, along with the bathroom. Hot towels with lavender scent were provided, and a welcome drink was given. The food was excellent. The seats were leather, and reclined well. The airline magazine was available to every passenger, while a tour of Greece and Cyprus played on overhead TV's. Inflight shopping was available. The crew spoke good English. One of the best flights I have even been on, and would certainly fly with Aegean Airlines again.",yes
Aegean Airlines,8/10,"  Rome to Athens. Though a considerable short flight of 1.5 hours every effort from the staff to keep the tourists statisfied has been made providing a wide variety of newspapaers, beverages, etc. A really good info updating from the cockpit. I would use this again.",yes
